(Old/New) Family #,Family Name,Looked at?,Relevant?,Use For Inapprox?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Author Names,Paper Title,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Specificity of Runtime,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),"Approx Error ""Size"" (for figures only)",Approximation Factor Class (Mult),Approximation Factor Class (Add),Approximation Type (additive/multiplicative),Parametrized Approximation?,Type of PTAS (if PTAS),Description of Approximation,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
38,Nash Equilibria,0,1,0,,,,,,,,,,[https://link.springer.com/chapter/10.1007/978-3-030-64096-5_1  (2020)],,"Ganzfried, Laughlin, Morefield ",Parallel Algorithm for Nash Equilibrium in Multiplayer Stochastic Games with Application to Naval Strategic Planning,2020,https://link.springer.com/chapter/10.1007/978-3-030-64096-5_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,1,0,2-player,,,,,,,,,,"Daskalakis, Mehta, Papadimitriou (2006)","Daskalakis, Mehta, Papadimitriou ",A Note on Approximate Nash Equilibria,2006,https://link.springer.com/chapter/10.1007/11944874_27,,,,,,,,2,n^o(1/eps^2),,"n: dimension of payoff matrices
eps: (additive tolerance error), eps>0",,,,Word RAM,words,,,,,,0,,,,1,(3-5^0.5)/2 + eps,2.4,0,2,additive,yes,n/a,error from actual equilibria values,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,0,0,n-Player,,,,,,,,,,,"Inoue, Kobayashi ",An Additive Approximation Scheme for the Nash Social Welfare Maximization with Identical Additive Valuations,2022,https://link.springer.com/chapter/10.1007/978-3-031-06678-8_25,,,,,,,,,(nm/eps)^o(1/eps),,"n: numper of agents
m: number of goods
eps: approx factor",,,,Word RAM,words,,,,,,,,,,1,1 + eps,,2,0,multiplicative,yes,PTAS,factor from optimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,1,0,n-player,,,,,,,,,,"Ortiz, Irfan","Ortiz, Irfan",FPTAS for Mixed-Strategy Nash Equilibria in Tree Graphical Games and Their Generalizations,2016,https://arxiv.org/abs/1602.05237,,,,,,,,,(n(mkk'/eps)^{mk'})^O(w),,"n: number of agents
m: maximum number of actions (bounded by a constant)
k: maximum local-hyperedge-set size
k': size of biggest hyperedge across all players
w: hypertree width",,,,Word RAM,words,,,O(nkm^k'),,,1,,,,1,1+ eps ?,,2,0,multiplicative ?,yes,FPTAS ?,error from actual equilibria values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,n-player,,,,,,,,,,"Barman, Ligett, Piliouras ","Barman, Ligett, Piliouras ",Approximating Nash Equilibria in Tree Polymatrix Games,2015,https://link.springer.com/chapter/10.1007/978-3-662-48433-3_22,,,,,,8,mn: 8,,m^O(\log{m}(\log{m}+\log{n}-\log{eps})/eps^4),600,"n: number of agents
m: number of actions (bounded by constant)
eps: approx factor",mn,,,Word RAM,words,,,,,,,,1,Las Vegas,1,eps,1,0,1.99,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Chan, Ortiz",Computing Nash Equilibrium in Interdependent Defense Games,2015,https://ojs.aaai.org/index.php/AAAI/article/view/9302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Daskalakis, Mehta, Papadimitriou (2009)","Daskalakis, Mehta, Papadimitriou ",A Note on Approximate Nash Equilibria,2009,https://www.sciencedirect.com/science/article/pii/S0304397508009018,,,,,,3,n^2: 3,1,linear,10,"nxn: size of payoff matrix, values normalized to [0,1]",n^2,,,Word RAM,words,,,,,,,,,,1,1/2,2,0,2,additive,no,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Kontogiannis, Panagopoulou, Spirakis (1)","Kontogiannis, Panagopoulou, Spirakis ",Polynomial Algorithms for Approximating Nash Equilibria of Bimatrix Games,2006,https://link.springer.com/chapter/10.1007/11944874_26,,,,,,7,n^2: 7,1,polynomial,400,"nxn: size of payoff matrix, values normalized to [0,1]",n^2,,,Word RAM,words,,,,,,,,,,1,3/4,2,0,2,additive,no,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Kontogiannis, Panagopoulou, Spirakis (2)","Kontogiannis, Panagopoulou, Spirakis ",Polynomial Algorithms for Approximating Nash Equilibria of Bimatrix Games,2006,https://link.springer.com/chapter/10.1007/11944874_26,,,,,,7,n^2: 7,1,polynomial (n),400,"nxn: size of payoff matrix, values normalized to [0,1]
\lambda: minimum expected payoff",n^2,,,Word RAM,words,,,,,,,,,,1,(2+\lambda)/4,2,0,2,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Lipton, Markakis, Mehta","Lipton, Markakis, Mehta",Playing large games using simple strategies,2003,https://dl.acm.org/doi/abs/10.1145/779928.779933,,,,,,8,n^2: 8,2,n^O(ln n),500,nxn: size of payoff matrix,n^2,,,Word RAM,words,,,,,,,,,,1,eps,1,0,1.99,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Tsaknakis, Spirakis (2007)","Tsaknakis, Spirakis ",An Optimization Approach for Approximate Nash Equilibria,2007,https://link.springer.com/chapter/10.1007/978-3-540-77105-0_8,,,,,,7,n^2: 7,1,polynomial,400,"nxn: size of payoff matrix, values normalized to [0,1]",n^2,,,Word RAM,words,,,,,,,,,,1,0.3393,2.4,0,2,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Hazan, Krauthgamer",How Hard Is It to Approximate the Best Nash Equilibrium?,2011,https://epubs.siam.org/doi/abs/10.1137/090766991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Laine, Fridovich-Keil, Chiu, Tomlin",The Computation of Approximate Generalized Feedback Nash Equilibria,2023,https://epubs.siam.org/doi/full/10.1137/21M142530X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,1,0,n-player,,,,,,,,,,"Daskalakis, Papadimitriou (2015)","Daskalakis, Papadimitriou ",Approximate Nash equilibria in anonymous games,2015,https://www.sciencedirect.com/science/article/pii/S0022053114000209,,,,,,,,1,"polynomial (n,m); exponential (1\eps)",,"n: number of players
m: number of strategies, normalized to [0,1], bounded by constant",,,,Word RAM,words,,,,,,,,,,1,eps,,0,1.99,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,1,0,n-player,,,,,,,,,,Daskalakis (2008),Daskalakis,An Efficient PTAS for Two-Strategy Anonymous Games,2008,https://link.springer.com/chapter/10.1007/978-3-540-92185-1_26,,,,,,,,1,poly(n)*(1/eps)^O(1/eps^2),,"n: number of players
ONLY 2 STRATEGIES!!",,,,Word RAM,words,,,,,,,,,,1,eps,,0,1.99,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,n-player,,,,,,,,,,"Daskalakis, Papadimitriou (2007) - 1","Daskalakis, Papadimitriou",Computing Equilibria in Anonymous Games,2007,https://ieeexplore.ieee.org/abstract/document/4389482,,,,,,,,1,linear,,"n: players
m: number of strategies (fixed)
\lambda: Lipschitz constant (might be <=1/n??)",,,,Word RAM,words,,,O(n^{m+1}),,,,,1,monte carlo ?,1,O(m^2 \lambda),,,,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,1,0,n-player,,,,,,,,,,"Daskalakis, Papadimitriou (2007) - 2","Daskalakis, Papadimitriou",Computing Equilibria in Anonymous Games,2007,https://ieeexplore.ieee.org/abstract/document/4389482,,,,,,,,3,O(n^{1/eps^2}),,"n: number of players
PNLY 2 STRATEGIES!!",,,,Word RAM,words,,,O(n^3) ?,,,,,1,monte carlo ?,1,eps,,,,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,1,0,n-player,,,,,,,,,,"Daskalakis, Papadimitriou (2008)","Daskalakis, Papadimitriou",Discretized Multinomial Distributions and Nash Equilibria in Anonymous Games,2008,https://ieeexplore.ieee.org/abstract/document/4690937,,,,,,,,2,N^O(\log{\log{N}/eps}),,"N: description size (i think thats n^{m+1} or nm^n where n is # players and m is # of strategies, maybe); also, this is a result for ""normal form games""",,,,Word RAM,words,,,,,,,,1,monte carlo ?,1,eps,,,,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,n-player,,,,,,,,,,"Babichenko, Barman, Peretz","Babichenko, Barman, Peretz",Simple approximate equilibria in large games,2014,https://dl.acm.org/doi/abs/10.1145/2600057.2602873,,,,,,,,3,O((nm^n)^{\log{\log{nm^n}}}),,"n: number of players
m: number of strategies",,,,Word RAM,words,,,nm^n,,,,,1,monte carlo,1,O(\log{n}+\log{m}),,,,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,0,0,n-player,,,,,,,,,,"Caragiannis, Fanelli, Gravin, Skopalik","Caragiannis, Fanelli, Gravin, Skopalik",Efficient Computation of Approximate Pure Nash Equilibria in Congestion Games,2011,https://ieeexplore.ieee.org/abstract/document/6108214,,,,,,,,1,"polynomial(n, e, 1/eps)",,"n: number of players
e: number of resources
eps: included in approx factor",,,,Word RAM,words,,,,,,,,,,1,2+eps,,,,multiplicative,yes,FPTAS ?,actual cost is optimal times factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,"Anshelevich, Caskurlu","Anshelevich, Caskurlu",Exact and approximate equilibria for optimal group network formation,2011,https://www.sciencedirect.com/science/article/pii/S0304397511004725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Bhalgat, Chakraborty, Khanna","Approximating pure nash equilibrium in cut, party affiliation, and satisfiability games",2010,https://dl.acm.org/doi/abs/10.1145/1807342.1807353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Christodoulou, Koutsoupias, Spirakis ",On the Performance of Approximate Equilibria in Congestion Games,2010,https://link.springer.com/article/10.1007/s00453-010-9449-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Christodoulou, Mirrokni, Sidiropoulos ",Convergence and Approximation in Potential Games,2006,https://link.springer.com/chapter/10.1007/11672142_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Nguyen, Tardos ",Approximate Pure Nash Equilibria via Lovász Local Lemma,2009,https://link.springer.com/chapter/10.1007/978-3-642-10841-9_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Awasthi, Balcan, Blum, Sheffet, Vempala ",On Nash-Equilibria of Approximation-Stable Games,2010,https://link.springer.com/chapter/10.1007/978-3-642-16170-4_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,n-player,,,,,,,,,,"Hémon, Rougemont, Santha ","Hémon, Rougemont, Santha ",Approximate Nash Equilibria for Multi-player Games,2008,https://link.springer.com/chapter/10.1007/978-3-540-79309-0_24,,,,,,,,1,polynomial,,n: number of players,,,,Word RAM,words,,,,,,,,1,monte carlo,1,(n-1)/n,,,,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Babichenko, Rubinstein",Communication complexity of approximate Nash equilibria,2017,https://dl.acm.org/doi/abs/10.1145/3055399.3055407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Ponsen, de Jong, Lanctot",Computing Approximate Nash Equilibria and Robust Best-Responses Using Sampling,2011,https://www.jair.org/index.php/jair/article/view/10734,,,,,,,,,,,,,,,,,,,,,,,,1,monte carlo,1,,,,,additive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,n-player,,,,,,,,,,Barman,Barman,Approximating Nash Equilibria and Dense Subgraphs via an Approximate Version of Carathéodory's Theorem,2018,https://epubs.siam.org/doi/abs/10.1137/15M1050574,,,,,,,,2,n^O(\log{s}/eps^2),,"nxn: size of playoff matrices, entries normalized to [0,1]
s: number of nonzero entries
eps: approximation factor",,,,Word RAM,words,,,,,,,,,,1,eps,,,,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,1,0,n-player,,,,,,,,,,,"Briest, Goldberg, Roeglin",Approximate Equilibria in Games with Few Players,2008,https://arxiv.org/abs/0804.4524,,,,,,,,1,polynomial(n),,"k: number of players (SMALL, CONSTANT)
n: number of strategies for each player",,,,Word RAM,words,,,kn^k,,,,,,,1,1-1/k,,,,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,,0,,,,,,,,,,,,"Czumaj, Fasoulakis, Jurdziński ",Approximate Well-Supported Nash Equilibria in Symmetric Bimatrix Games,2014,https://link.springer.com/chapter/10.1007/978-3-662-44803-8_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,,0,,,,,,,,,,,,"Fearnley, Goldberg, Savani, Sørensen ",Approximate Well-supported Nash Equilibria Below Two-thirds,2016,https://link.springer.com/article/10.1007/s00453-015-0029-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,,0,,,,,,,,,,,,"Govindan, Wilson","Computing Nash equilibria by iterated polymatrix approximation
Author links open overlay panel",2004,https://www.sciencedirect.com/science/article/pii/S0165188903001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,n-player,,,,,,,,,,"Deligkas, Fearnley, Savani, Spirakis ","Deligkas, Fearnley, Savani, Spirakis ",Computing Approximate Nash Equilibria in Polymatrix Games,2015,https://link.springer.com/article/10.1007/s00453-015-0078-7,,,,,,7,n^2: 7,1,poly * O(1/eps^2),400,"n: number of players
eps: approx factor, 0<eps<0.5
m: number of strategies, payoffs normalized to [0,1]",n^2,,,,,,,,,,,,,,1,0.5 + eps,2,0,2,additive,yes,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,0,0,,,,,,,,,,,,"Mcaleer, Lanier, Fox, Baldi",Pipeline PSRO: A Scalable Approach for Finding Approximate Nash Equilibria in Large Games,2020,https://proceedings.neurips.cc/paper/2020/hash/e9bcd1b063077573285ae1a41025f5dc-Abstract.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,1,0,2-player,,,,,,,,,,Barman,Barman,Approximating Nash Equilibria and Dense Bipartite Subgraphs via an Approximate Version of Caratheodory's Theorem,2015,https://dl.acm.org/doi/abs/10.1145/2746539.2746566,,,,,,,,2,n^O(\log{s}/epsilon^2),,"nxn: size of the payoff matrices
s: upper bound on nonzero entries (s<=n)",,,,Word RAM,word,,,,,,,,0,,1,epsilon,,0,1.99,additive,yes,PTAS ?,utility can be incresead at most by the factor if players choose different strategy,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Bosse, Byrka, Markakis (2007) (1)","Bosse, Byrka, Markakis ",New Algorithms for Approximate Nash Equilibria in Bimatrix Games,2007,https://link.springer.com/chapter/10.1007/978-3-540-77105-0_6,,,,,,7,n^2: 7,1,polynomial,400,"nxn: size of the payoff matrices, they are normalized to have values in [0,1]
epsilon>0: part of approximation factor",n^2,,,Word RAM,word,,,,,,,,,,1,0.38197+epsilon,2.4,0,2,additive,yes,n/a,utility can be incresead at most by the factor if players choose different strategy,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Bosse, Byrka, Markakis (2007) (2)","Bosse, Byrka, Markakis ",New Algorithms for Approximate Nash Equilibria in Bimatrix Games,2007,https://link.springer.com/chapter/10.1007/978-3-540-77105-0_6,,,,,,7,n^2: 7,1,polynomial,400,"nxn: size of the payoff matrices, they are normalized to have values in [0,1]
epsilon>0: part of approximation factor",n^2,,,Word RAM,word,,,,,,,,,,1,0.36392+epsilon,2.4,0,2,additive,yes,n/a,utility can be incresead at most by the factor if players choose different strategy,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0,,0,,,,,,,,,,,"Bosse, Byrka, Markakis (2010)","Bosse, Byrka, Markakis",New algorithms for approximate Nash equilibria in bimatrix games,2010,https://www.sciencedirect.com/science/article/pii/S0304397509006719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,,0,,,,,,,,,,,"Daskalakis, Papadimitriou (2009)","Daskalakis, Papadimitriou",On oblivious PTAS's for nash equilibrium,2009,https://dl.acm.org/doi/abs/10.1145/1536414.1536427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Feder, Nazerzadeh, Saberi","Feder, Nazerzadeh, Saberi",Approximating nash equilibria using small-support strategies,2007,https://dl.acm.org/doi/abs/10.1145/1250910.1250961,,,,,,7,n^2: 7,1,polynomial,400,epsilon: part of approximation factor,n^2,,,Word RAM,word,,,,,,,,0,,1,1/2(1+epsilon),2.4,0,2,additive,yes,n/a,utility can be incresead at most by the factor if players choose different strategy,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,1,1,0,2-player,,,,,,,,,,"Kontogiannis, Spirakis ","Kontogiannis, Spirakis ",Efficient Algorithms for Constant Well Supported Approximate Equilibria in Bimatrix Games,2007,https://link.springer.com/chapter/10.1007/978-3-540-73420-8_52,,,,,,7,mn: 7,,polynomial,400,"mxn: size of payoff matrix, values normalized to [0,1]",mn,,,,,,,,,,,,,,1,0.658,2,0,2,additive,no,n/a,max incentive to deviate from startegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Nash Equilibria,0.001,0,0,,,,,,,,,,,"Tsaknakis, Spirakis (2010)","Tsaknakis, Spirakis ",Practical and Efficient Approximations of Nash Equilibria for Win-Lose Games Based on Graph Spectra,2010,https://link.springer.com/chapter/10.1007/978-3-642-17572-5_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-Weight Matching,1,1,0,"MWM, General (Approximate)",,,,1,0,O(E log V),,,[- Greedy (-)],Greedy,,,-,-,,,,,,5.01,n: 5.01,3,O(m log n),11,"n: number of vertices
m: number of edges",n,https://dl.acm.org/doi/10.1145/2529989,0,Word RAM,words,#N/A,E: 3,O(E),Requires keeping a sorted list of edge weights,1,0,,0,,1,1/2,2,3,0,multiplicative,no,n/a,factor off from optimal,0,0,,0,0,https://dl.acm.org/doi/10.1145/2529989,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,,,,,,,4,,,Combinatorics
40,Maximum-Weight Matching,1,1,0,MWM in Bipartite Graphs (Approximate),,,,1,0,O(E*sqrt(V)*log(V/eps)),,,"[https://epubs.siam.org/doi/epdf/10.1137/0218069 Gabow, Tarjan (implicit) (1989)]","Gabow, Tarjan (implicit)","Gabow, Tarjan",Faster Scaling Algorithms for Network Problems,1989,https://epubs.siam.org/doi/epdf/10.1137/0218069,,,,,,5.5,n: 5.5,3,O(m*sqrt(n)*log(n/eps)),16.1,"n: number of vertices
m: number of edges
eps: error parameter",n,https://dl.acm.org/doi/10.1145/2529989,0,Word RAM,words,#VALUE!,,,,,,,0,,1,1-eps,1,2,0,multiplicative,yes,FPTAS,factor off from optimal,0,0,,0,0,https://dl.acm.org/doi/10.1145/2529989,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,,,,,,,4,,,Combinatorics
